TAHUN;BULAN;HARI;JAM;CURAH HUJAN;DAYA;DEBIT AIR;Temperatur;
2020-01-01;1;1;00.00.00;0.31;509,59;0,64;28,06;2020-01-01 00.00
2020-01-01;1;1;01.00.00;0.28;498,05;0,64;28,3;2020-01-01 01.00
2020-01-01;1;1;02.00.00;0.23;494,24;0,64;28,52;2020-01-01 02.00
2020-01-01;1;1;03.00.00;0.18;493,77;0,64;28,73;2020-01-01 03.00
2020-01-01;1;1;04.00.00;0.18;468,7;0,61;28,82;2020-01-01 04.00
2020-01-01;1;1;05.00.00;0.21;545,14;0,68;28,81;2020-01-01 05.00
2020-01-01;1;1;06.00.00;0.24;488,69;0,64;28,73;2020-01-01 06.00
2020-01-01;1;1;07.00.00;0.24;502,56;0,64;28,56;2020-01-01 07.00
2020-01-01;1;1;08.00.00;0.42;506,44;0,64;28,33;2020-01-01 08.00
2020-01-01;1;1;09.00.00;0.5;505,19;0,64;28,13;2020-01-01 09.00
2020-01-01;1;1;10.00.00;0.61;614,21;0,76;28,01;2020-01-01 10.00
2020-01-01;1;1;11.00.00;0.61;616,49;0,76;27,93;2020-01-01 11.00
2020-01-01;1;1;12.00.00;0.63;690,04;0,84;27,93;2020-01-01 12.00
2020-01-01;1;1;13.00.00;0.65;656,7;0,81;27,94;2020-01-01 13.00
2020-01-01;1;1;14.00.00;0.66;578,86;0,73;27,94;2020-01-01 14.00
2020-01-01;1;1;15.00.00;0.67;586,99;0,73;27,91;2020-01-01 15.00
2020-01-01;1;1;16.00.00;0.65;608,85;0,75;27,79;2020-01-01 16.00
2020-01-01;1;1;17.00.00;0.6;583,72;0,73;27,68;2020-01-01 17.00
2020-01-01;1;1;18.00.00;0.57;579,19;0,73;27,59;2020-01-01 18.00
2020-01-01;1;1;19.00.00;0.56;536,29;0,68;27,55;2020-01-01 19.00
2020-01-01;1;1;20.00.00;0.58;536,94;0,68;27,54;2020-01-01 20.00
2020-01-01;1;1;21.00.00;0.57;504,52;0,64;27,51;2020-01-01 21.00
2020-01-01;1;1;22.00.00;0.65;531,32;0,68;27,54;2020-01-01 22.00
2020-01-01;1;1;23.00.00;0.69;531,24;0,68;27,7;2020-01-01 23.00
2020-01-02;1;2;00.00.00;0.67;475,61;0,61;27,87;2020-01-02 00.00
2020-01-02;1;2;01.00.00;0.64;505,27;0,64;27,98;2020-01-02 01.00
2020-01-02;1;2;02.00.00;0.64;478,31;0,62;28,03;2020-01-02 02.00
2020-01-02;1;2;03.00.00;0.58;486,83;0,62;28,09;2020-01-02 03.00
2020-01-02;1;2;04.00.00;0.46;491,36;0,62;28,13;2020-01-02 04.00
2020-01-02;1;2;05.00.00;0.38;507,68;0,64;28,13;2020-01-02 05.00
2020-01-02;1;2;06.00.00;0.35;495,86;0,64;28;2020-01-02 06.00
2020-01-02;1;2;07.00.00;0.32;478,43;0,62;27,81;2020-01-02 07.00
2020-01-02;1;2;08.00.00;0.34;480,64;0,62;27,59;2020-01-02 08.00
2020-01-02;1;2;09.00.00;0.38;481,38;0,62;27,4;2020-01-02 09.00
2020-01-02;1;2;10.00.00;0.41;481,49;0,62;27,26;2020-01-02 10.00
2020-01-02;1;2;11.00.00;0.43;480,06;0,62;27,25;2020-01-02 11.00
2020-01-02;1;2;12.00.00;0.43;480,48;0,62;27,28;2020-01-02 12.00
2020-01-02;1;2;13.00.00;0.41;480,83;0,62;27,33;2020-01-02 13.00
2020-01-02;1;2;14.00.00;0.4;471,41;0,61;27,33;2020-01-02 14.00
2020-01-02;1;2;15.00.00;0.35;472,31;0,61;27,31;2020-01-02 15.00
2020-01-02;1;2;16.00.00;0.26;472,53;0,61;27,29;2020-01-02 16.00
2020-01-02;1;2;17.00.00;0.25;472,36;0,61;27,28;2020-01-02 17.00
2020-01-02;1;2;18.00.00;0.29;472,4;0,61;27,3;2020-01-02 18.00
2020-01-02;1;2;19.00.00;0.33;465,59;0,61;27,27;2020-01-02 19.00
2020-01-02;1;2;20.00.00;0.38;452,27;0,58;27,2;2020-01-02 20.00
2020-01-02;1;2;21.00.00;0.43;463,24;0,6;27,21;2020-01-02 21.00
2020-01-02;1;2;22.00.00;0.49;462,3;0,6;27,26;2020-01-02 22.00
2020-01-02;1;2;23.00.00;0.5;462,21;0,6;27,51;2020-01-02 23.00
2020-01-03;1;3;00.00.00;0.47;463,76;0,6;27,7;2020-01-03 00.00
2020-01-03;1;3;01.00.00;0.46;462,87;0,6;27,98;2020-01-03 01.00
2020-01-03;1;3;02.00.00;0.42;464,21;0,6;28,19;2020-01-03 02.00
2020-01-03;1;3;03.00.00;0.44;463,86;0,6;28,37;2020-01-03 03.00
2020-01-03;1;3;04.00.00;0.39;463,04;0,6;28,54;2020-01-03 04.00
2020-01-03;1;3;05.00.00;0.4;439,41;0,58;28,66;2020-01-03 05.00
2020-01-03;1;3;06.00.00;0.47;439,47;0,58;28,8;2020-01-03 06.00
2020-01-03;1;3;07.00.00;0.49;466,3;0,6;28,89;2020-01-03 07.00
2020-01-03;1;3;08.00.00;0.49;464,86;0,6;28,9;2020-01-03 08.00
2020-01-03;1;3;09.00.00;0.56;445,21;0,58;28,81;2020-01-03 09.00
2020-01-03;1;3;10.00.00;0.57;468,04;0,6;28,75;2020-01-03 10.00
2020-01-03;1;3;11.00.00;0.58;464,66;0,6;28,74;2020-01-03 11.00
2020-01-03;1;3;12.00.00;0.63;464,18;0,6;28,77;2020-01-03 12.00
2020-01-03;1;3;13.00.00;0.63;463,71;0,6;28,71;2020-01-03 13.00
2020-01-03;1;3;14.00.00;0.63;464,45;0,6;28,55;2020-01-03 14.00
2020-01-03;1;3;15.00.00;0.61;444,78;0,58;28,33;2020-01-03 15.00
2020-01-03;1;3;16.00.00;0.77;496,08;0,6;28,09;2020-01-03 16.00
2020-01-03;1;3;17.00.00;1.28;546,75;0,68;27,87;2020-01-03 17.00
2020-01-03;1;3;18.00.00;2.34;506,55;0,64;27,72;2020-01-03 18.00
2020-01-03;1;3;19.00.00;4.42;571,54;0,75;27,62;2020-01-03 19.00
2020-01-03;1;3;20.00.00;6.66;1842,64;2,16;27,52;2020-01-03 20.00
2020-01-03;1;3;21.00.00;7.46;1740,01;2,05;27,47;2020-01-03 21.00
2020-01-03;1;3;22.00.00;5.49;824,43;1;27,5;2020-01-03 22.00
2020-01-03;1;3;23.00.00;2.5;716,51;0,85;27,65;2020-01-03 23.00
2020-01-04;1;4;00.00.00;1.05;606,82;0,76;27,79;
2020-01-04;1;4;01.00.00;0.68;610,66;0,76;27,86;
2020-01-04;1;4;02.00.00;0.62;570,58;0,72;28,03;
2020-01-04;1;4;03.00.00;0.45;538,69;0,68;28,18;
2020-01-04;1;4;04.00.00;0.34;570,77;0,75;28,24;
2020-01-04;1;4;05.00.00;0.32;497,23;0,65;28,3;
2020-01-04;1;4;06.00.00;0.38;487,96;0,63;28,38;
2020-01-04;1;4;07.00.00;0.46;503,51;0,64;28,34;
2020-01-04;1;4;08.00.00;0.56;505,31;0,64;28,27;
2020-01-04;1;4;09.00.00;0.66;507,34;0,64;28,14;
2020-01-04;1;4;10.00.00;0.61;508,24;0,64;28,03;
2020-01-04;1;4;11.00.00;0.48;508,98;0,64;28,03;
2020-01-04;1;4;12.00.00;0.34;480,12;0,61;28,1;
2020-01-04;1;4;13.00.00;0.29;537,55;0,68;28,15;
2020-01-04;1;4;14.00.00;0.35;501,98;0,64;28,19;
2020-01-04;1;4;15.00.00;0.48;502,55;0,64;28,2;
2020-01-04;1;4;16.00.00;0.66;501,7;0,64;28,15;
2020-01-04;1;4;17.00.00;0.82;502,1;0,64;28,07;
2020-01-04;1;4;18.00.00;0.92;474,45;0,61;28,01;
2020-01-04;1;4;19.00.00;0.97;527,3;0,67;27,99;
2020-01-04;1;4;20.00.00;0.9;499,93;0,64;27,98;
2020-01-04;1;4;21.00.00;0.58;475,85;0,61;27,98;
2020-01-04;1;4;22.00.00;0.32;475,9;0,61;27,99;
2020-01-04;1;4;23.00.00;0.2;493,12;0,64;28,1;
2020-01-05;1;5;00.00.00;0.15;491,53;0,64;28,22;
2020-01-05;1;5;01.00.00;0.13;485,08;0,63;28,39;
2020-01-05;1;5;02.00.00;0.12;486,24;0,63;28,65;
2020-01-05;1;5;03.00.00;0.1;471,05;0,61;28,79;
2020-01-05;1;5;04.00.00;0.1;527,93;0,63;28,9;
2020-01-05;1;5;05.00.00;0.09;461,85;0,612;28,97;
2020-01-05;1;5;06.00.00;0.1;497,7;0,63;28,98;
2020-01-05;1;5;07.00.00;0.15;477,07;0,61;28,95;
2020-01-05;1;5;08.00.00;0.18;483,34;0,62;28,86;
2020-01-05;1;5;09.00.00;0.17;506,92;0,64;28,68;
2020-01-05;1;5;10.00.00;0.2;480,75;0,62;28,42;
2020-01-05;1;5;11.00.00;0.22;579,33;0,72;28,15;
2020-01-05;1;5;12.00.00;0.3;482,18;0,62;27,92;
2020-01-05;1;5;13.00.00;0.31;483,2;0,62;27,73;
2020-01-05;1;5;14.00.00;0.35;472,95;0,61;27,58;
2020-01-05;1;5;15.00.00;0.41;508,49;0,64;27,5;
2020-01-05;1;5;16.00.00;0.4;482,96;0,61;27,48;
2020-01-05;1;5;17.00.00;0.42;482,19;0,61;27,48;
2020-01-05;1;5;18.00.00;0.48;478,62;0,61;27,53;
2020-01-05;1;5;19.00.00;0.44;469,51;0,6;27,55;
2020-01-05;1;5;20.00.00;0.58;460,62;0,59;27,58;
2020-01-05;1;5;21.00.00;0.67;461,51;0,59;27,63;
2020-01-05;1;5;22.00.00;0.87;461,43;0,59;27,73;
2020-01-05;1;5;23.00.00;0.95;461,73;0,59;28,1;
2020-01-06;1;6;00.00.00;0.8;461,77;0,6;28,52;
2020-01-06;1;6;01.00.00;0.52;;0;29;
2020-01-06;1;6;02.00.00;0.3;462,55;0,6;29,44;
2020-01-06;1;6;03.00.00;0.17;475,65;0,61;29,8;
2020-01-06;1;6;04.00.00;0.13;461,69;0,6;29,98;
2020-01-06;1;6;05.00.00;0.14;457,14;0,6;29,94;
2020-01-06;1;6;06.00.00;0.16;462,28;0,6;29,73;
2020-01-06;1;6;07.00.00;0.19;468,1;0,6;29,54;
2020-01-06;1;6;08.00.00;0.35;468,43;0,6;29,33;
2020-01-06;1;6;09.00.00;0.34;468;0,6;29,08;
2020-01-06;1;6;10.00.00;0.41;467,36;0,6;28,83;
2020-01-06;1;6;11.00.00;0.5;;0;28,69;
2020-01-06;1;6;12.00.00;0.7;469,44;0,6;28,56;
2020-01-06;1;6;13.00.00;0.88;470,41;0,6;28,42;
2020-01-06;1;6;14.00.00;1.39;468,7;0,6;28,27;
2020-01-06;1;6;15.00.00;1.93;469,55;0,6;28,13;
2020-01-06;1;6;16.00.00;2.8;466,13;0,6;28;
2020-01-06;1;6;17.00.00;4.08;501,1;0,64;27,89;
2020-01-06;1;6;18.00.00;4.29;501,65;0,64;27,83;
2020-01-06;1;6;19.00.00;3.64;463,12;0,6;27,82;
2020-01-06;1;6;20.00.00;1.92;461;0,6;27,85;
2020-01-06;1;6;21.00.00;0.89;463,08;0,6;27,88;
2020-01-06;1;6;22.00.00;0.47;444,09;0,58;27,95;
2020-01-06;1;6;23.00.00;0.33;462,84;0,6;28,13;
2020-01-06;1;7;00.00.00;0.29;462,72;0,6;28,37;
2020-01-07;1;7;01.00.00;0.21;445,09;0,58;28,69;
2020-01-07;1;7;02.00.00;0.22;462,99;0,6;29,05;
2020-01-07;1;7;03.00.00;0.23;440;0,58;29,37;
2020-01-07;1;7;04.00.00;0.26;448;0,58;29,63;
2020-01-07;1;7;05.00.00;0.32;471,3;0,62;29,76;
2020-01-07;1;7;06.00.00;0.4;463,12;0,6;29,64;
2020-01-07;1;7;07.00.00;0.44;447,81;0,58;29,27;
2020-01-07;1;7;08.00.00;0.48;450,1;0,6;28,81;
2020-01-07;1;7;09.00.00;0.41;469,41;0,6;28,39;
2020-01-07;1;7;10.00.00;0.44;470,87;0,58;28,09;
2020-01-07;1;7;11.00.00;0.52;467,53;0,6;27,94;
2020-01-07;1;7;12.00.00;0.59;469,17;0,6;27,89;
2020-01-07;1;7;13.00.00;0.68;467,91;0,6;27,87;
2020-01-07;1;7;14.00.00;0.73;464,3;0,6;27,87;
2020-01-07;1;7;15.00.00;0.74;468,3;0,6;27,84;
2020-01-07;1;7;16.00.00;0.93;451;0,58;27,77;
2020-01-07;1;7;17.00.00;1.08;463,83;0,6;27,72;
2020-01-07;1;7;18.00.00;1.04;458,83;0,6;27,71;
2020-01-07;1;7;19.00.00;1.07;456,5;0,6;27,69;
2020-01-07;1;7;20.00.00;1.07;458,04;0,6;27,71;
2020-01-07;1;7;21.00.00;1.22;458,05;0,6;27,73;
2020-01-07;1;7;22.00.00;1.24;456,54;0,6;27,8;
2020-01-07;1;7;23.00.00;1.14;456,39;0,6;28,01;
2020-01-08;1;8;00.00.00;0.95;455,76;0,6;28,25;
2020-01-08;1;8;01.00.00;0.69;439,31;0,58;28,54;
2020-01-08;1;8;02.00.00;0.59;452,87;0,6;28,82;
2020-01-08;1;8;03.00.00;0.52;455;0,6;29,11;
2020-01-08;1;8;04.00.00;0.55;459,02;0,6;29,37;
2020-01-08;1;8;05.00.00;0.51;485,96;0,66;29,56;
2020-01-08;1;8;06.00.00;0.44;456,38;0,6;29,66;
2020-01-08;1;8;07.00.00;0.42;467,78;0,6;29,66;
2020-01-08;1;8;08.00.00;0.39;446;0,58;29,56;
2020-01-08;1;8;09.00.00;0.34;452,44;0,6;29,37;
2020-01-08;1;8;10.00.00;0.23;469,66;0,6;29,02;
2020-01-08;1;8;11.00.00;0.23;469,43;0,6;28,71;
2020-01-08;1;8;12.00.00;0.24;435,76;0,57;28,48;
2020-01-08;1;8;13.00.00;0.27;466,74;0,6;28,3;
2020-01-08;1;8;14.00.00;0.34;451,57;0,58;28,15;
2020-01-08;1;8;15.00.00;0.38;468,53;0,6;27,95;
2020-01-08;1;8;16.00.00;0.41;451,14;0,58;27,78;
2020-01-08;1;8;17.00.00;0.49;467,91;0,6;27,69;
2020-01-08;1;8;18.00.00;0.55;463,43;0,6;27,73;
2020-01-08;1;8;19.00.00;0.68;463,72;0,6;27,79;
2020-01-08;1;8;20.00.00;0.66;462,97;0,6;27,81;
2020-01-08;1;8;21.00.00;0.77;445,86;0,58;27,81;
2020-01-08;1;8;22.00.00;0.88;462,45;0,6;27,83;
2020-01-08;1;8;23.00.00;1.05;462,75;0,6;28,05;
2020-01-09;1;9;00.00.00;1.12;463,07;0,6;28,36;
2020-01-09;1;9;01.00.00;1.45;446,36;0,58;28,79;
2020-01-09;1;9;02.00.00;1.68;493,85;0,62;29,13;
2020-01-09;1;9;03.00.00;1.55;456,37;0,6;29,3;
2020-01-09;1;9;04.00.00;0.86;445;0,58;29,3;
2020-01-09;1;9;05.00.00;0.53;455;0,6;29,18;
2020-01-09;1;9;06.00.00;0.25;466,77;0,6;29,01;
2020-01-09;1;9;07.00.00;0.22;445,37;0,58;28,76;
2020-01-09;1;9;08.00.00;0.2;449,57;0,58;28,45;
2020-01-09;1;9;09.00.00;0.2;467,94;0,6;28,17;
2020-01-09;1;9;10.00.00;0.22;449,62;0,58;27,97;
2020-01-09;1;9;11.00.00;0.21;485,06;0,58;27,85;
2020-01-09;1;9;12.00.00;0.2;554,23;0,69;27,8;
2020-01-09;1;9;13.00.00;0.19;0;0;27,7;
2020-01-09;1;9;14.00.00;0.24;0;0;27,56;
2020-01-09;1;9;15.00.00;0.24;0;0;27,4;
2020-01-09;1;9;16.00.00;0.26;0;0;27,26;
2020-01-09;1;9;17.00.00;0.28;0;0;27,2;
2020-01-09;1;9;18.00.00;0.21;0;0;27,08;
2020-01-09;1;9;19.00.00;0.19;460,47;0,6;27,01;
2020-01-09;1;9;20.00.00;0.09;462,08;0,6;26,99;
2020-01-09;1;9;21.00.00;0.05;463,17;0,6;26,97;
2020-01-09;1;9;22.00.00;0.04;461,36;0,6;26,94;
2020-01-09;1;9;23.00.00;0.03;464,17;0,6;27,13;
2020-01-10;1;10;00.00.00;0.02;463,55;0,6;27,51;
2020-01-10;1;10;01.00.00;0.02;444,01;0,58;28,01;
2020-01-10;1;10;02.00.00;0.01;455,19;0,6;28,58;
2020-01-10;1;10;03.00.00;0.01;448,83;0,6;29,2;
2020-01-10;1;10;04.00.00;0.01;467;0,6;29,61;
2020-01-10;1;10;05.00.00;0.01;445;0,6;29,8;
2020-01-10;1;10;06.00.00;0.01;464,04;0,6;29,9;
2020-01-10;1;10;07.00.00;0.01;465,39;0,6;29,92;
2020-01-10;1;10;08.00.00;0.01;448,89;0,58;29,83;
2020-01-10;1;10;09.00.00;0.01;448,64;0,58;29,58;
2020-01-10;1;10;10.00.00;0.01;465,9;0,59;29,12;
2020-01-10;1;10;11.00.00;0.02;449,69;0,58;28,66;
2020-01-10;1;10;12.00.00;0.04;448,36;0,58;28,33;
2020-01-10;1;10;13.00.00;0.08;450,87;0,58;28,07;
2020-01-10;1;10;14.00.00;0.13;451;0,58;27,83;
2020-01-10;1;10;15.00.00;0.12;450,42;0,58;27,62;
2020-01-10;1;10;16.00.00;0.12;452,08;0,58;27,44;
2020-01-10;1;10;17.00.00;0.13;449,89;0,58;27,31;
2020-01-10;1;10;18.00.00;0.15;462,65;0,6;27,24;
2020-01-10;1;10;19.00.00;0.21;445,96;0,58;27,22;
2020-01-10;1;10;20.00.00;0.29;443,95;0,58;27,23;
2020-01-10;1;10;21.00.00;0.38;445,19;0,58;27,3;
2020-01-10;1;10;22.00.00;0.43;445,26;0,58;27,44;
2020-01-10;1;10;23.00.00;0.37;444,42;0,58;27,82;
2020-01-11;1;11;00.00.00;0.31;443,32;0,58;28,17;
2020-01-11;1;11;01.00.00;0.19;429,57;0,58;28,61;
2020-01-11;1;11;02.00.00;0.12;445,23;0,58;28,89;
2020-01-11;1;11;03.00.00;0.1;444,78;0,58;29;
2020-01-11;1;11;04.00.00;0.08;430,57;0,57;29,05;
2020-01-11;1;11;05.00.00;0.08;458,99;0,6;29,08;
2020-01-11;1;11;06.00.00;0.08;444,52;0,58;29,13;
2020-01-11;1;11;07.00.00;0.09;410,76;0,54;29,16;
2020-01-11;1;11;08.00.00;0.1;398,88;0,52;29,11;
2020-01-11;1;11;09.00.00;0.09;399,81;0,52;28,98;
2020-01-11;1;11;10.00.00;0.07;398,58;0,52;28,83;
2020-01-11;1;11;11.00.00;0.07;399,77;0,52;28,7;
2020-01-11;1;11;12.00.00;0.05;379,43;0,5;28,58;
2020-01-11;1;11;13.00.00;0.06;397,38;0,5;28,38;
2020-01-11;1;11;14.00.00;0.08;397,93;0,5;28,15;
2020-01-11;1;11;15.00.00;0.14;397,67;0,52;27,84;
2020-01-11;1;11;16.00.00;0.22;397,76;0,52;27,55;
2020-01-11;1;11;17.00.00;0.37;378,5;0,5;27,34;
2020-01-11;1;11;18.00.00;0.48;465,8;0,6;27,25;
2020-01-11;1;11;19.00.00;0.52;444,63;0,58;27,22;
2020-01-11;1;11;20.00.00;0.62;445,08;0,58;27,22;
2020-01-11;1;11;21.00.00;0.74;443,11;0,58;27,2;
2020-01-11;1;11;22.00.00;0.94;442,73;0,58;27,21;
2020-01-11;1;11;23.00.00;1.23;444,98;0,58;27,33;
2020-01-12;1;12;00.00.00;1.37;445,04;0,58;27,55;
2020-01-12;1;12;01.00.00;1.2;444,47;0,58;27,86;
2020-01-12;1;12;02.00.00;0.93;445,72;0,58;28,21;
2020-01-12;1;12;03.00.00;0.83;444,09;0,58;28,56;
2020-01-12;1;12;04.00.00;0.78;455,7;0,58;28,87;
2020-01-12;1;12;05.00.00;0.73;469,66;0,6;29;
2020-01-12;1;12;06.00.00;0.54;475,99;0,61;28,94;
2020-01-12;1;12;07.00.00;0.27;445,31;0,58;28,77;
2020-01-12;1;12;08.00.00;0.12;464,42;0,6;28,57;
2020-01-12;1;12;09.00.00;0.05;449,72;0,58;28,29;
2020-01-12;1;12;10.00.00;0.02;449,46;0,58;28,08;
2020-01-12;1;12;11.00.00;0.02;449,23;0,58;27,9;
2020-01-12;1;12;12.00.00;0.01;447,84;0,58;27,79;
2020-01-12;1;12;13.00.00;0.01;434,06;0,56;27,69;
2020-01-12;1;12;14.00.00;0.01;448,14;0,58;27,59;
2020-01-12;1;12;15.00.00;0.04;433,91;0,56;27,48;
2020-01-12;1;12;16.00.00;0.12;432,26;0,56;27,38;
2020-01-12;1;12;17.00.00;0.14;446,94;0,58;27,3;
2020-01-12;1;12;18.00.00;0.21;428,66;0,56;27,22;
2020-01-12;1;12;19.00.00;0.19;427,92;0,56;27,16;
2020-01-12;1;12;20.00.00;0.21;441,52;0,58;27,14;
2020-01-12;1;12;21.00.00;0.28;442,85;0,58;27,13;
2020-01-12;1;12;22.00.00;0.33;430,05;0,56;27,21;
2020-01-12;1;12;23.00.00;0.37;428,35;0,56;27,52;
2020-01-13;1;13;00.00.00;0.29;443,75;0,58;27,84;
2020-01-13;1;13;01.00.00;0.18;429,34;0,56;28,18;
2020-01-13;1;13;02.00.00;0.14;451,71;0,56;28,51;
2020-01-13;1;13;03.00.00;0.13;405,6;0,56;28,9;
2020-01-13;1;13;04.00.00;0.15;421,52;0,56;29,35;
2020-01-13;1;13;05.00.00;0.18;396,48;0,56;29,68;
2020-01-13;1;13;06.00.00;0.24;438,35;0,56;29,8;
2020-01-13;1;13;07.00.00;0.34;372,51;0,5;29,72;
2020-01-13;1;13;08.00.00;0.23;463,35;0,6;29,53;
2020-01-13;1;13;09.00.00;0.18;434,89;0,56;29,28;
2020-01-13;1;13;10.00.00;0.12;434,96;0,56;29,01;
2020-01-13;1;13;11.00.00;0.13;432,62;0,56;28,78;
2020-01-13;1;13;12.00.00;0.11;397,98;0,53;28,65;
2020-01-13;1;13;13.00.00;0.1;429,74;0,56;28,51;
2020-01-13;1;13;14.00.00;0.11;397,11;0,53;28,37;
2020-01-13;1;13;15.00.00;0.09;428,35;0,56;28,19;
2020-01-13;1;13;16.00.00;0.09;396,93;0,52;28,01;
2020-01-13;1;13;17.00.00;0.12;398,05;0,52;27,9;
2020-01-13;1;13;18.00.00;0.13;459,14;0,6;27,84;
2020-01-13;1;13;19.00.00;0.11;407,4;0,54;27,84;
2020-01-13;1;13;20.00.00;0.08;427,06;0,56;27,87;
2020-01-13;1;13;21.00.00;0.08;406,45;0,54;27,91;
2020-01-13;1;13;22.00.00;0.09;406,71;0,54;27,94;
2020-01-13;1;13;23.00.00;0.12;408,6;0,54;28,05;
2020-01-14;1;14;00.00.00;0.14;405,98;0,54;28,23;
2020-01-14;1;14;01.00.00;0.15;408,27;0,54;28,39;
2020-01-14;1;14;02.00.00;0.15;408,74;0,54;28,67;
2020-01-14;1;14;03.00.00;0.16;407,24;0,54;29;
2020-01-14;1;14;04.00.00;0.15;406,09;0,54;29,32;
2020-01-14;1;14;05.00.00;0.14;423,5;0,54;29,53;
2020-01-14;1;14;06.00.00;0.11;406,08;0,54;29,57;
2020-01-14;1;14;07.00.00;0.09;410,92;0,54;29,52;
2020-01-14;1;14;08.00.00;0.07;396,2;0,52;29,38;
2020-01-14;1;14;09.00.00;0.06;409,96;0,54;29,2;
2020-01-14;1;14;10.00.00;0.04;412,32;0,54;28,96;
2020-01-14;1;14;11.00.00;0.03;402,35;0,54;28,73;
2020-01-14;1;14;12.00.00;0.03;402,84;0,54;28,58;
2020-01-14;1;14;13.00.00;0.03;402,64;0,54;28,47;
2020-01-14;1;14;14.00.00;0.02;403,82;0,54;28,36;
2020-01-14;1;14;15.00.00;0.01;407,26;0,54;28,22;
2020-01-14;1;14;16.00.00;0.01;435,97;0,57;28,08;
2020-01-14;1;14;17.00.00;0.01;404,28;0,53;27,99;
2020-01-14;1;14;18.00.00;0.01;399,89;0,53;27,92;
2020-01-14;1;14;19.00.00;0.03;407,11;0,54;27,87;
2020-01-14;1;14;20.00.00;0.05;406,87;0,54;27,85;
2020-01-14;1;14;21.00.00;0.06;406,62;0,54;27,82;
2020-01-14;1;14;22.00.00;0.06;397,88;0,53;27,8;
2020-01-14;1;14;23.00.00;0.05;397,92;0,53;28;
2020-01-15;1;15;00.00.00;0.05;392;;28,28;
2020-01-15;1;15;01.00.00;0.05;397,81;0,53;28,77;
2020-01-15;1;15;02.00.00;0.04;399,73;0,53;29,35;
2020-01-15;1;15;03.00.00;0.04;399,63;0,53;29,86;
2020-01-15;1;15;04.00.00;0.04;392,25;0,53;30,2;
2020-01-15;1;15;05.00.00;0.06;436,37;0,53;30,32;
2020-01-15;1;15;06.00.00;0.06;448,66;0,53;30,3;
2020-01-15;1;15;07.00.00;0.07;399,58;0,53;30,05;
2020-01-15;1;15;08.00.00;0.06;399,52;0,53;29,66;
2020-01-15;1;15;09.00.00;0.07;403,93;0,53;29,25;
2020-01-15;1;15;10.00.00;0.08;402,97;0,53;28,87;
2020-01-15;1;15;11.00.00;0.08;412,85;0,54;28,54;
2020-01-15;1;15;12.00.00;0.09;411,35;0,54;28,33;
2020-01-15;1;15;13.00.00;0.09;409,56;0,54;28,19;
2020-01-15;1;15;14.00.00;0.13;410,18;0,54;28,09;
2020-01-15;1;15;15.00.00;0.14;410,67;0,54;28,02;
2020-01-15;1;15;16.00.00;0.16;433,03;0,56;27,97;
2020-01-15;1;15;17.00.00;0.17;403,37;0,53;27,9;
2020-01-15;1;15;18.00.00;0.23;403,38;0,53;27,84;
2020-01-15;1;15;19.00.00;0.29;410,38;0,54;27,83;
2020-01-15;1;15;20.00.00;0.34;405,07;0,54;27,87;
2020-01-15;1;15;21.00.00;0.31;406,21;0,54;27,88;
2020-01-15;1;15;22.00.00;0.3;407,09;0,54;27,86;
2020-01-15;1;15;23.00.00;0.24;404,53;0,54;28,06;
2020;1;16;00.00.00;0.23;386,88;;28,46;
2020;1;16;01.00.00;0.2;407;0,54;28,94;
2020;1;16;02.00.00;0.18;405,91;0,54;29,39;
2020;1;16;03.00.00;0.15;407,72;0,54;29,75;
2020;1;16;04.00.00;0.13;405,2;0,54;29,95;
2020;1;16;05.00.00;0.09;386,88;0,53;29,93;
2020;1;16;06.00.00;0.08;402,74;0,54;29,81;
2020;1;16;07.00.00;0.05;404,95;0,54;29,6;
2020;1;16;08.00.00;0.09;407,03;0,54;29,31;
2020;1;16;09.00.00;0.08;408,16;0,54;28,89;
2020;1;16;10.00.00;0.05;408,82;0,54;28,5;
2020;1;16;11.00.00;0.05;408,05;0,54;28,29;
2020;1;16;12.00.00;0.04;408,17;0,54;28,23;
2020;1;16;13.00.00;0.02;409,68;0,54;28,17;
2020;1;16;14.00.00;0.04;408,55;0,54;28,09;
2020;1;16;15.00.00;0.06;410,02;0,54;28,03;
2020;1;16;16.00.00;0.05;408,1;0,54;27,95;
2020;1;16;17.00.00;0.07;409,11;0,54;27,87;
2020;1;16;18.00.00;0.1;404,02;0,54;27,8;
2020;1;16;19.00.00;0.12;406,03;0,54;27,76;
2020;1;16;20.00.00;0.07;404,67;0,54;27,73;
2020;1;16;21.00.00;0.06;404,73;0,54;27,71;
2020;1;16;22.00.00;0.05;404,8;0,54;27,73;
2020;1;16;23.00.00;0.04;400,3;0,54;28,03;
2020;1;17;00.00.00;0.03;393,25;;28,41;
2020;1;17;01.00.00;0.03;398,79;0,53;28,95;
2020;1;17;02.00.00;0.04;398,17;0,53;29,48;
2020;1;17;03.00.00;0.05;394,92;0,53;29,96;
2020;1;17;04.00.00;0.04;407,79;0,54;30,33;
2020;1;17;05.00.00;0.06;395;0,53;30,51;
2020;1;17;06.00.00;0.07;395;0,53;30,47;
2020;1;17;07.00.00;0.08;398,39;0,53;30,31;
2020;1;17;08.00.00;0.01;407,28;0,54;30,02;
2020;1;17;09.00.00;0.0;410,53;0,54;29,62;
2020;1;17;10.00.00;0.0;404,24;0,53;29,19;
