TAHUN;BULAN;HARI;JAM;CURAH HUJAN;DAYA;DEBIT AIR;Temperatur;
2021;1;5;17.00.00;0.84;480,81;0,61;26,98;
2021;1;5;18.00.00;0.56;471,92;0,61;27,08;
2021;1;5;19.00.00;0.49;476,25;0,61;27,17;
2021;1;5;20.00.00;0.42;475,83;0,61;27,26;
2021;1;5;21.00.00;0.38;529,8;0,68;27,35;
2021;1;5;22.00.00;0.31;826,06;1;27,44;
2021;1;5;23.00.00;0.28;564,7;0,71;27,63;
2021;1;6;00.00.00;0.23;570,58;0,72;27,79;
2021;1;6;01.00.00;0.25;540,84;0,69;27,88;
2021;1;6;02.00.00;0.29;540,39;0,66;28;
2021;1;6;03.00.00;0.31;534,77;0,65;28,06;
2021;1;6;04.00.00;0.36;539,86;0,62;28,04;
2021;1;6;05.00.00;0.43;479,11;0,62;27,99;
2021;1;6;06.00.00;0.54;479,49;0,62;27,94;
2021;1;6;07.00.00;0.57;498,1;0,64;27,87;
2021;1;6;08.00.00;0.57;476,06;0,61;27,85;
2021;1;6;09.00.00;0.59;500,09;0,64;27,83;
2021;1;6;10.00.00;0.72;491,68;0,63;27,83;
2021;1;6;11.00.00;0.89;490,88;0,63;27,87;
2021;1;6;12.00.00;1.16;475,03;0,61;27,9;
2021;1;6;13.00.00;1.74;500,92;0,64;27,91;
2021;1;6;14.00.00;2.56;500,59;0,64;27,83;
2021;1;6;15.00.00;3.94;474,94;0,61;27,71;
2021;1;6;16.00.00;5.81;494,42;0,63;27,63;
2021;1;6;17.00.00;7.84;494,9;0,63;27,55;
2021;1;6;18.00.00;9.45;491,01;0,63;27,5;
2021;1;6;19.00.00;9.49;487,66;0,63;27,44;
2021;1;6;20.00.00;8.21;470,86;0,61;27,4;
2021;1;6;21.00.00;6.65;470,8;0,61;27,37;
2021;1;6;22.00.00;4.82;487,75;0,63;27,32;
2021;1;6;23.00.00;3.21;471,23;0,61;27,39;
2021;1;7;00.00.00;2.19;470,48;0,61;27,48;
2021;1;7;01.00.00;1.51;489,34;0,63;27,53;
2021;1;7;02.00.00;0.94;469;0,62;27,65;
2021;1;7;03.00.00;0.47;452,47;0,62;27,79;
2021;1;7;04.00.00;0.31;462,86;0,62;27,87;
2021;1;7;05.00.00;0.22;483,22;0,62;27,88;
2021;1;7;06.00.00;0.17;471,48;0,61;27,89;
2021;1;7;07.00.00;0.12;472,4;0,61;27,89;
2021;1;7;08.00.00;0.12;476,51;0,61;27,87;
2021;1;7;09.00.00;0.11;474,44;0,61;27,82;
2021;1;7;10.00.00;0.12;475,73;0,61;27,75;
2021;1;7;11.00.00;0.12;475,78;0,61;27,65;
2021;1;7;12.00.00;0.19;475,05;0,61;27,55;
2021;1;7;13.00.00;0.25;474,58;0,61;27,44;
2021;1;7;14.00.00;0.3;475,18;0,61;27,33;
2021;1;7;15.00.00;0.37;474,07;0,61;27,23;
2021;1;7;16.00.00;0.46;462,98;0,59;27,12;
2021;1;7;17.00.00;0.54;462,85;0,59;27,03;
2021;1;7;18.00.00;0.6;468,37;0,61;27,01;
2021;1;7;19.00.00;0.64;466,32;0,61;27,01;
2021;1;7;20.00.00;0.65;466,95;0,61;26,97;
2021;1;7;21.00.00;0.65;467,26;0,61;26,94;
2021;1;7;22.00.00;0.73;467,59;0,61;26,96;
2021;1;7;23.00.00;0.91;467,07;0,61;27,15;
2021;1;8;00.00.00;1.23;467,02;0,61;27,37;
2021;1;8;01.00.00;1.56;467,04;0,6;27,63;
2021;1;8;02.00.00;1.73;466,83;0,6;27,92;
2021;1;8;03.00.00;1.81;487,42;0,6;28,15;
2021;1;8;04.00.00;1.77;461,62;0,6;28,33;
2021;1;8;05.00.00;1.67;430,81;0,6;28,4;
2021;1;8;06.00.00;1.38;457,32;0,6;28,38;
2021;1;8;07.00.00;0.95;462,95;0,6;28,26;
2021;1;8;08.00.00;0.55;473,59;0,62;28,02;
2021;1;8;09.00.00;0.24;471,61;0,61;27,78;
2021;1;8;10.00.00;0.09;471,3;0,6;27,58;
2021;1;8;11.00.00;0.13;470,87;0,6;27,48;
2021;1;8;12.00.00;0.31;470,39;0,6;27,42;
2021;1;8;13.00.00;0.39;467,74;0,6;27,34;
2021;1;8;14.00.00;0.34;470,47;0,6;27,22;
2021;1;8;15.00.00;0.29;469,66;0,6;27,05;
2021;1;8;16.00.00;0.22;469,48;0,6;26,88;
2021;1;8;17.00.00;0.16;460,57;0,59;26,72;
2021;1;8;18.00.00;0.14;458,13;0,59;26,6;
2021;1;8;19.00.00;0.16;455,7;0,59;26,58;
2021;1;8;20.00.00;0.21;463;0,6;26,58;
2021;1;8;21.00.00;0.27;463,78;0,6;26,62;
2021;1;8;22.00.00;0.28;455,59;0,59;26,7;
2021;1;8;23.00.00;0.31;455,75;0,59;26,98;
2021;1;9;00.00.00;0.31;464,75;0,6;27,19;
2021;1;9;01.00.00;0.31;465,65;0,6;27,42;
2021;1;9;02.00.00;0.28;470,36;0,61;27,69;
2021;1;9;03.00.00;0.29;465,56;0,6;27,96;
2021;1;9;04.00.00;0.29;445,25;0,58;28,23;
2021;1;9;05.00.00;0.29;469,52;0,61;28,37;
2021;1;9;06.00.00;0.24;458,32;0,6;28,36;
2021;1;9;07.00.00;0.2;459,35;0,6;28,23;
2021;1;9;08.00.00;0.14;463,79;0,6;28,05;
2021;1;9;09.00.00;0.12;463,61;0,6;27,84;
2021;1;9;10.00.00;0.11;462,23;0,6;27,58;
2021;1;9;11.00.00;0.08;462,68;0,6;27,37;
2021;1;9;12.00.00;0.07;442,99;0,6;27,25;
2021;1;9;13.00.00;0.07;463,4;0,6;27,16;
2021;1;9;14.00.00;0.07;475,67;0,62;27,06;
2021;1;9;15.00.00;0.06;1863,9;1,78;26,96;
2021;1;9;16.00.00;0.06;2201,73;2,6;26,85;
2021;1;9;17.00.00;0.06;1245,98;1,54;26,77;
2021;1;9;18.00.00;0.08;1094,41;1,3;26,75;
2021;1;9;19.00.00;0.1;905,67;1,1;26,77;
2021;1;9;20.00.00;0.1;694,79;0,86;26,84;
2021;1;9;21.00.00;0.12;649,9;0,81;26,91;
2021;1;9;22.00.00;0.16;586,09;0,74;27,02;
2021;1;9;23.00.00;0.22;587,76;0,74;27,31;
2021;1;10;00.00.00;0.28;554,58;0,7;27,54;
2021;1;10;01.00.00;0.33;557,81;0,71;27,78;
2021;1;10;02.00.00;0.37;551,23;0,7;28,17;
2021;1;10;03.00.00;0.39;544;0,69;28,59;
2021;1;10;04.00.00;0.4;544,18;0,69;28,92;
2021;1;10;05.00.00;0.36;526,36;0,67;29,08;
2021;1;10;06.00.00;0.34;552,04;0,7;29,12;
2021;1;10;07.00.00;0.25;526,68;0,67;29,02;
2021;1;10;08.00.00;0.26;522,56;0,66;28,86;
2021;1;10;09.00.00;0.25;522,82;0,66;28,68;
2021;1;10;10.00.00;0.22;515,2;0,66;28,52;
2021;1;10;11.00.00;0.24;506,76;0,66;28,38;
2021;1;10;12.00.00;0.25;517,53;0,66;28,3;
2021;1;10;13.00.00;0.27;518,55;0,66;28,19;
2021;1;10;14.00.00;0.24;517,54;0,66;28,01;
2021;1;10;15.00.00;0.19;548,99;0,7;27,78;
2021;1;10;16.00.00;0.16;556,32;0,7;27,55;
2021;1;10;17.00.00;0.15;523,41;0,7;27,35;
2021;1;10;18.00.00;0.11;511,89;0,65;27,19;
2021;1;10;19.00.00;0.1;503,57;0,65;27,05;
2021;1;10;20.00.00;0.1;494,5;0,65;26,98;
2021;1;10;21.00.00;0.09;495,2;0,65;26,94;
2021;1;10;22.00.00;0.08;494,93;0,66;26,93;
2021;1;10;23.00.00;0.08;503,24;0,64;27,08;
2021;1;11;00.00.00;0.07;480,13;0,62;27,23;
2021;1;11;01.00.00;0.05;493,95;0,64;27,36;
2021;1;11;02.00.00;0.05;490,05;0,64;27,59;
2021;1;11;03.00.00;0.05;488,68;0,64;27,84;
2021;1;11;04.00.00;0.06;490,31;0,64;28;
2021;1;11;05.00.00;0.06;488,98;0,64;28,04;
2021;1;11;06.00.00;0.08;494,37;0,64;28,01;
2021;1;11;07.00.00;0.1;481;0,62;27,94;
2021;1;11;08.00.00;0.18;496,28;0,63;27,83;
2021;1;11;09.00.00;0.23;496,86;0,63;27,68;
2021;1;11;10.00.00;0.25;497,9;0,63;27,59;
2021;1;11;11.00.00;0.26;497,18;0,63;27,52;
2021;1;11;12.00.00;0.25;496,5;0,63;27,55;
2021;1;11;13.00.00;0.25;494,62;0,63;27,58;
2021;1;11;14.00.00;0.23;484,6;0,63;27,57;
2021;1;11;15.00.00;0.22;495,69;0,63;27,52;
2021;1;11;16.00.00;0.21;483,89;0,62;27,44;
2021;1;11;17.00.00;0.22;482,81;0,62;27,36;
2021;1;11;18.00.00;0.2;482,78;0,62;27,3;
2021;1;11;19.00.00;0.16;477,65;0,62;27,3;
2021;1;11;20.00.00;0.15;490,27;0,63;27,31;
2021;1;11;21.00.00;0.13;477,54;0,62;27,35;
2021;1;11;22.00.00;0.1;478,11;0,62;27,4;
2021;1;11;23.00.00;0.08;478,44;0,62;27,63;
2021;1;12;00.00.00;0.1;479,04;0,62;27,88;
2021;1;12;01.00.00;0.14;479,33;0,62;28,12;
2021;1;12;02.00.00;0.17;480,1;0,62;28,3;
2021;1;12;03.00.00;0.2;478,67;0,62;28,41;
2021;1;12;04.00.00;0.18;479,04;0,62;28,45;
2021;1;12;05.00.00;0.21;478,97;0,62;28,41;
2021;1;12;06.00.00;0.2;479,21;0,62;28,35;
2021;1;12;07.00.00;0.2;478,77;0,62;28,23;
2021;1;12;08.00.00;0.2;483,35;0,62;28,12;
2021;1;12;09.00.00;0.18;483,14;0,62;27,92;
2021;1;12;10.00.00;0.16;482,75;0,62;27,73;
2021;1;12;11.00.00;0.13;486,68;0,63;27,63;
2021;1;12;12.00.00;0.11;490,32;0,63;27,62;
2021;1;12;13.00.00;0.11;490,6;0,63;27,65;
2021;1;12;14.00.00;0.11;1064;1,3;27,64;
2021;1;12;15.00.00;0.12;1654,1;2,1;27,62;
2021;1;12;16.00.00;0.11;1100,52;1,38;27,54;
2021;1;12;17.00.00;0.14;901,01;1,09;27,46;
2021;1;12;18.00.00;0.14;736,49;0,9;27,4;
2021;1;12;19.00.00;0.12;615,86;0,77;27,4;
2021;1;12;20.00.00;0.12;646,9;0,81;27,43;
2021;1;12;21.00.00;0.1;598,86;0,75;27,48;
2021;1;12;22.00.00;0.12;599,36;0,75;27,51;
2021;1;12;23.00.00;0.17;574,84;0,73;27,64;
2021;1;13;00.00.00;0.26;576,73;0,73;27,73;
2021;1;13;01.00.00;0.31;587,28;0,75;27,8;
2021;1;13;02.00.00;0.36;546,24;0,74;27,95;
2021;1;13;03.00.00;0.43;562,61;0,73;28,26;
2021;1;13;04.00.00;0.47;532,53;0,73;28,42;
2021;1;13;05.00.00;0.61;564,42;0,72;28,5;
2021;1;13;06.00.00;0.7;546,73;0,68;28,51;
2021;1;13;07.00.00;0.8;546,01;0,68;28,48;
2021;1;13;08.00.00;0.76;526;0,66;28,36;
2021;1;13;09.00.00;0.99;548,99;0,69;28,18;
2021;1;13;10.00.00;1.46;548,99;0,69;28,01;
2021;1;13;11.00.00;1.6;514,85;0,66;27,91;
2021;1;13;12.00.00;1.17;525,11;0,66;27,9;
2021;1;13;13.00.00;0.81;523,68;0,66;27,89;
2021;1;13;14.00.00;0.67;697,26;0,86;27,86;
2021;1;13;15.00.00;0.7;1135,82;1,3;27,8;
2021;1;13;16.00.00;0.85;1011,53;1,22;27,69;
2021;1;13;17.00.00;1.0;1069,83;1,26;27,57;
2021;1;13;18.00.00;1.01;890,68;1,07;27,44;
2021;1;13;19.00.00;0.76;762,7;0,93;27,33;
2021;1;13;20.00.00;0.57;662,39;0,82;27,3;
2021;1;13;21.00.00;0.52;662,22;0,82;27,33;
2021;1;13;22.00.00;0.53;616,49;0,77;27,4;
2021;1;13;23.00.00;0.49;600,63;0,75;27,7;
2021;1;14;00.00.00;0.42;600,35;0,74;28,05;
2021;1;14;01.00.00;0.3;601,05;0,74;28,44;
2021;1;14;02.00.00;0.16;580,28;0,74;28,72;
2021;1;14;03.00.00;0.09;604;0,73;28,94;
2021;1;14;04.00.00;0.06;559,29;0,73;29,06;
2021;1;14;05.00.00;0.06;584,71;0,75;29,12;
2021;1;14;06.00.00;0.07;565,85;0,71;29,11;
2021;1;14;07.00.00;0.09;632,51;0,79;29,05;
2021;1;14;08.00.00;0.17;568,25;0,71;28,94;
2021;1;14;09.00.00;0.2;557,82;0,7;28,81;
2021;1;14;10.00.00;0.22;589,89;0,73;28,65;
2021;1;14;11.00.00;0.25;557,77;0,7;28,51;
2021;1;14;12.00.00;0.26;531,48;0,67;28,42;
2021;1;14;13.00.00;0.26;554,93;0,7;28,3;
2021;1;14;14.00.00;0.27;555,43;0,7;28,15;
2021;1;14;15.00.00;0.28;588,79;0,73;27,98;
2021;1;14;16.00.00;0.27;2209,77;2,6;27,77;
2021;1;14;17.00.00;0.27;1942,28;2,3;27,63;
2021;1;14;18.00.00;0.23;1148,91;1,44;27,5;
2021;1;14;19.00.00;0.22;951,19;1,15;27,43;
2021;1;14;20.00.00;0.22;825,65;1,02;27,37;
2021;1;14;21.00.00;0.19;726,79;0,9;27,37;
2021;1;14;22.00.00;0.17;725,9;0,9;27,4;
2021;1;14;23.00.00;0.16;724,8;0,9;27,65;
2021;1;15;00.00.00;0.14;668,79;0,83;27,79;
2021;1;15;01.00.00;0.18;687,29;0,85;28,07;
2021;1;15;02.00.00;0.24;684,47;0,85;28,33;
2021;1;15;03.00.00;0.31;661;0,83;28,53;
2021;1;15;04.00.00;0.33;651,76;0,83;28,67;
2021;1;15;05.00.00;0.34;614,66;0,83;28,76;
2021;1;15;06.00.00;0.37;632,8;0,79;28,74;
2021;1;15;07.00.00;0.39;618,72;0,78;28,65;
2021;1;15;08.00.00;0.91;590,4;0,74;28,56;
2021;1;15;09.00.00;0.98;590,5;0,74;28,42;
2021;1;15;10.00.00;1.06;623,05;0,78;28,22;
2021;1;15;11.00.00;1.17;587,44;0,74;28,07;
2021;1;15;12.00.00;1.18;588,92;0,74;27,99;
2021;1;15;13.00.00;1.12;588,98;0,74;27,9;
2021;1;15;14.00.00;1.03;590,32;0,74;27,8;
2021;1;15;15.00.00;1.11;565,99;0,71;27,66;
2021;1;15;16.00.00;0.95;587,37;0,73;27,54;
2021;1;15;17.00.00;0.87;587,66;0,73;27,44;
2021;1;15;18.00.00;0.81;559,36;0,71;27,37;
2021;1;15;19.00.00;0.74;582,65;0,73;27,35;
2021;1;15;20.00.00;1.03;581,95;0,73;27,34;
2021;1;15;21.00.00;0.97;559,04;0,71;27,34;
2021;1;15;22.00.00;0.6;560,36;0,71;27,34;
2021;1;15;23.00.00;0.44;559,64;0,73;27,43;
2021;1;16;00.00.00;0.37;580,22;0,73;27,5;
2021;1;16;01.00.00;0.35;557,63;0,7;27,52;
2021;1;16;02.00.00;0.35;559,16;0,7;27,61;
2021;1;16;03.00.00;0.34;557,73;0,7;27,73;
2021;1;16;04.00.00;0.27;558,2;0,7;27,83;
2021;1;16;05.00.00;0.2;585,1;0,7;27,9;
2021;1;16;06.00.00;0.13;556;0,7;27,95;
2021;1;16;07.00.00;0.07;559,01;0,7;27,94;
2021;1;16;08.00.00;0.11;562,57;0,7;27,81;
2021;1;16;09.00.00;0.08;559,84;0,7;27,62;
2021;1;16;10.00.00;0.05;560,69;0,7;27,41;
2021;1;16;11.00.00;0.04;562,06;0,7;27,29;
2021;1;16;12.00.00;0.05;561,06;0,7;27,26;
2021;1;16;13.00.00;0.05;561,62;0,7;27,22;
2021;1;16;14.00.00;0.08;560,73;0,7;27,15;
2021;1;16;15.00.00;0.1;552,78;0,69;27,07;
2021;1;16;16.00.00;0.17;551,71;0,69;26,94;
2021;1;16;17.00.00;0.3;563,23;0,71;26,85;
2021;1;16;18.00.00;0.29;558,04;0,71;26,83;
2021;1;16;19.00.00;0.2;555,52;0,71;26,87;
2021;1;16;20.00.00;0.15;544,16;0,69;26,92;
2021;1;16;21.00.00;0.17;545,48;0,69;26,93;
2021;1;16;22.00.00;0.15;547,61;0,69;26,95;
2021;1;16;23.00.00;0.11;544,46;0,69;27,11;
2021;1;17;00.00.00;0.11;552,37;0,7;27,23;
2021;1;17;01.00.00;0.15;556,85;0,7;27,41;
2021;1;17;02.00.00;0.14;544;0,69;27,61;
2021;1;17;03.00.00;0.14;570,64;0,72;27,79;
2021;1;17;04.00.00;0.14;528,95;0,67;27,96;
2021;1;17;05.00.00;0.16;581,5;0,73;27,97;
2021;1;17;06.00.00;0.18;563,47;0,71;27,86;
2021;1;17;07.00.00;0.15;551,44;0,69;27,64;
2021;1;17;08.00.00;0.04;563,24;0,71;27,39;
2021;1;17;09.00.00;0.03;552,49;0,7;27,12;
2021;1;17;10.00.00;0.03;552,28;0,7;26,9;
2021;1;17;11.00.00;0.08;552,57;0,7;26,88;
2021;1;17;12.00.00;0.15;552,35;0,7;26,97;
2021;1;17;13.00.00;0.24;551,76;0,69;27,05;
2021;1;17;14.00.00;0.29;551,66;0,69;27,09;
2021;1;17;15.00.00;0.32;554,61;0,7;27,08;
2021;1;17;16.00.00;0.42;554,75;0,7;27,05;
2021;1;17;17.00.00;0.5;1907,08;1,3;27,01;
2021;1;17;18.00.00;0.67;2074,39;2,46;26,96;
2021;1;17;19.00.00;0.82;2205,78;2,6;26,93;
2021;1;17;20.00.00;0.98;2112,76;2,51;26,91;
2021;1;17;21.00.00;1.18;1923,04;2,3;26,9;
2021;1;17;22.00.00;1.42;1640,79;1,96;26,94;
2021;1;17;23.00.00;1.5;1177,85;1,48;27,15;
2021;1;18;00.00.00;1.45;1073,57;1,28;27,43;
2021;1;18;01.00.00;1.41;920,42;1,11;27,8;
2021;1;18;02.00.00;1.41;864,17;1,06;28,05;
2021;1;18;03.00.00;1.45;772,34;0,96;28,15;
2021;1;18;04.00.00;1.62;793,39;0,98;28,15;
2021;1;18;05.00.00;1.87;725,48;0,92;28;
2021;1;18;06.00.00;2.3;753,89;0,93;27,79;
2021;1;18;07.00.00;2.66;718,93;0,89;27,55;
2021;1;18;08.00.00;2.67;697,96;0,86;27,32;
2021;1;18;09.00.00;3.08;697,92;0,86;27,12;
2021;1;18;10.00.00;3.4;445,94;0,57;26,94;
2021;1;18;11.00.00;3.2;656,23;0,81;26,87;
2021;1;18;12.00.00;2.63;656,84;0,81;26,91;
2021;1;18;13.00.00;2.15;656,22;0,81;27,01;
2021;1;18;14.00.00;2.04;657,97;0,81;27,14;
2021;1;18;15.00.00;2.25;656,26;0,81;27,3;
2021;1;18;16.00.00;2.5;662,58;0,79;27,4;
2021;1;18;17.00.00;2.91;651,35;0,81;27,38;
2021;1;18;18.00.00;3.61;625,49;0,78;27,3;
2021;1;18;19.00.00;4.23;646,99;0,81;27,17;
2021;1;18;20.00.00;4.51;627,14;0,79;27,07;
2021;1;18;21.00.00;3.74;646,91;0,81;27,01;
2021;1;18;22.00.00;2.8;627,33;0,78;27,01;
2021;1;18;23.00.00;2.2;625,49;0,78;27,18;
2021;1;19;00.00.00;1.34;627,19;0,78;27,31;
2021;1;19;01.00.00;0.73;627,34;0,78;27,4;
2021;1;19;02.00.00;0.59;601,92;0,78;27,51;
2021;1;19;03.00.00;0.75;605,84;0,78;27,63;
2021;1;19;04.00.00;0.91;638,26;0,78;27,69;
2021;1;19;05.00.00;0.75;658,27;0,78;27,68;
2021;1;19;06.00.00;0.7;627,91;0,78;27,65;
2021;1;19;07.00.00;0.65;627,71;0,78;27,59;
2021;1;19;08.00.00;0.7;619,67;0,77;27,49;
2021;1;19;09.00.00;0.75;619,61;0,77;27,36;
2021;1;19;10.00.00;0.81;622,11;0,77;27,23;
2021;1;19;11.00.00;0.98;615,12;0,77;27,17;
2021;1;19;12.00.00;1.14;604,6;0,75;27,13;
2021;1;19;13.00.00;1.07;603,68;0,75;27,1;
2021;1;19;14.00.00;0.91;605,04;0,75;27,01;
2021;1;19;15.00.00;0.73;606,04;0,75;26,88;
2021;1;19;16.00.00;0.56;605,7;0,79;26,69;
2021;1;19;17.00.00;0.46;607,09;0,75;26,53;
2021;1;19;18.00.00;0.36;637,63;0,8;26,49;
2021;1;19;19.00.00;0.32;600,43;0,75;26,51;
2021;1;19;20.00.00;0.24;602,17;0,75;26,58;
2021;1;19;21.00.00;0.13;601,13;0,76;26,62;
2021;1;19;22.00.00;0.06;600,06;0,76;26,67;
2021;1;19;23.00.00;0.04;597,86;0,76;26,87;
2021;1;20;00.00.00;0.04;598,29;0,76;27,04;
2021;1;20;01.00.00;0.05;598,04;0,76;27,22;
2021;1;20;02.00.00;0.09;597,01;0,76;27,47;
2021;1;20;03.00.00;0.14;585;0,76;27,62;
2021;1;20;04.00.00;0.16;605,45;0,76;27,65;
2021;1;20;05.00.00;0.13;627,82;0,76;27,6;
2021;1;20;06.00.00;0.12;597,47;0,76;27,58;
2021;1;20;07.00.00;0.09;602,71;0,75;27,61;
2021;1;20;08.00.00;0.15;572,08;0,72;27,63;
2021;1;20;09.00.00;0.15;603,45;0,75;27,6;
2021;1;20;10.00.00;0.22;602,41;0,75;27,49;
2021;1;20;11.00.00;0.28;603,27;0,75;27,4;
2021;1;20;12.00.00;0.33;603,67;0,75;27,33;
2021;1;20;13.00.00;0.38;603,72;0,75;27,22;
2021;1;20;14.00.00;0.44;601,89;0,75;27,08;
2021;1;20;15.00.00;0.5;611,27;0,76;26,93;
2021;1;20;16.00.00;0.59;601,01;0,75;26,82;
2021;1;20;17.00.00;0.62;602,11;0,75;26,7;
2021;1;20;18.00.00;0.61;603;0,75;26,63;
2021;1;20;19.00.00;0.6;597;0,75;26,58;
2021;1;20;20.00.00;0.46;595,66;0,75;26,55;
2021;1;20;21.00.00;0.27;597,01;0,75;26,52;
2021;1;20;22.00.00;0.15;597,23;0,75;26,55;
2021;1;20;23.00.00;0.06;597,33;0,75;26,86;
2021;1;21;00.00.00;0.04;597,87;0,75;27,2;
2021;1;21;01.00.00;0.03;598,48;0,73;27,67;
2021;1;21;02.00.00;0.04;598,09;0,75;28,18;
2021;1;21;03.00.00;0.06;608,13;0,71;28,65;
2021;1;21;04.00.00;0.08;569,92;0,75;29,01;
2021;1;21;05.00.00;0.07;566,8;0,74;29,25;
2021;1;21;06.00.00;0.06;597,6;0,74;29,37;
2021;1;21;07.00.00;0.07;596,2;0,74;29,28;
2021;1;21;08.00.00;0.12;601,51;0,74;29,03;
2021;1;21;09.00.00;0.11;610,34;0,76;28,66;
2021;1;21;10.00.00;0.07;602,25;0,75;28,23;
2021;1;21;11.00.00;0.05;602,1;0,75;27,83;
2021;1;21;12.00.00;0.03;603,3;0,75;27,47;
2021;1;21;13.00.00;0.04;601,93;0,75;27,13;
2021;1;21;14.00.00;0.04;578,86;0,72;26,81;
2021;1;21;15.00.00;0.05;579,48;0,72;26,55;
2021;1;21;16.00.00;0.03;610,57;0,75;26,32;
2021;1;21;17.00.00;0.08;569,96;0,72;26,15;
2021;1;21;18.00.00;0.09;602,04;0,75;26,05;
2021;1;21;19.00.00;0.15;594,44;0,75;26;
2021;1;21;20.00.00;0.16;565,4;0,72;26,01;
2021;1;21;21.00.00;0.15;595,64;0,75;26,05;
2021;1;21;22.00.00;0.14;594,76;0,75;26,13;
2021;1;21;23.00.00;0.14;591,16;0,75;26,44;
2021;1;22;00.00.00;0.12;591,39;0,74;26,79;
2021;1;22;01.00.00;0.12;590,4;0,73;27,3;
2021;1;22;02.00.00;0.11;605,52;0,73;27,87;
2021;1;22;03.00.00;0.11;546,16;0,72;28,47;
2021;1;22;04.00.00;0.1;558,26;0,74;29,01;
2021;1;22;05.00.00;0.1;551,99;0,75;29,39;
2021;1;22;06.00.00;0.09;604,87;0,72;29,56;
2021;1;22;07.00.00;0.09;595,47;0,75;29,55;
2021;1;22;08.00.00;0.07;600,91;0,75;29,33;
2021;1;22;09.00.00;0.05;599,36;0,75;28,96;
2021;1;22;10.00.00;0.05;572,38;0,72;28,52;
2021;1;22;11.00.00;0.06;601,49;0,75;28,19;
2021;1;22;12.00.00;0.05;601,11;0,75;27,98;
2021;1;22;13.00.00;0.04;637,67;0,75;27,78;
2021;1;22;14.00.00;0.05;607,68;0,75;27,61;
2021;1;22;15.00.00;0.1;616,31;0,77;27,42;
2021;1;22;16.00.00;0.2;606,62;0,75;27,25;
2021;1;22;17.00.00;0.4;605,81;0,75;27,13;
2021;1;22;18.00.00;0.46;602,11;0,75;27,06;
2021;1;22;19.00.00;0.48;605,51;0,76;27,03;
2021;1;22;20.00.00;0.43;599,39;0,75;27,01;
2021;1;22;21.00.00;0.33;609,91;0,76;26,99;
2021;1;22;22.00.00;0.27;630,56;0,78;27,01;
2021;1;22;23.00.00;0.27;608,4;0,76;27,17;
2021;1;23;00.00.00;0.3;572,52;0,72;27,37;
2021;1;23;01.00.00;0.31;604,53;0,76;27,73;
2021;1;23;02.00.00;0.3;604,85;0,76;28,16;
2021;1;23;03.00.00;0.27;614,7;0,76;28,51;
2021;1;23;04.00.00;0.27;601,86;0,76;28,71;
2021;1;23;05.00.00;0.26;636,92;0,76;28,71;
2021;1;23;06.00.00;0.22;606,54;0,76;28,51;
2021;1;23;07.00.00;0.28;600,91;0,75;28,17;
2021;1;23;08.00.00;0.13;602,92;0,75;27,78;
2021;1;23;09.00.00;0.14;578,5;0,73;27,49;
2021;1;23;10.00.00;0.17;602,78;0,75;27,25;
2021;1;23;11.00.00;0.26;602,3;0,75;27,15;
2021;1;23;12.00.00;0.36;601,54;0,75;27,1;
2021;1;23;13.00.00;0.49;599,83;0,75;27,02;
2021;1;23;14.00.00;0.62;601,12;0,75;26,88;
2021;1;23;15.00.00;0.75;600,74;0,75;26,75;
2021;1;23;16.00.00;0.79;606,07;0,75;26,65;
2021;1;23;17.00.00;0.88;605,68;0,75;26,64;
2021;1;23;18.00.00;0.87;598,05;0,75;26,62;
2021;1;23;19.00.00;1.06;597,44;0,75;26,64;
2021;1;23;20.00.00;1.04;596,72;0,75;26,68;
2021;1;23;21.00.00;0.83;595,8;0,75;26,73;
2021;1;23;22.00.00;0.58;596,69;0,75;26,79;
2021;1;23;23.00.00;0.54;596,95;0,75;27,01;
2021;1;24;00.00.00;0.56;596,16;0,75;27,19;
2021;1;24;01.00.00;0.43;604,81;0,75;27,42;
2021;1;24;02.00.00;0.52;601;0,75;27,8;
2021;1;24;03.00.00;0.56;591;0,74;28,15;
2021;1;24;04.00.00;0.51;569,98;0,72;28,26;
2021;1;24;05.00.00;0.43;612,85;0,76;27,9;
2021;1;24;06.00.00;0.33;590,19;0,75;27,34;
2021;1;24;07.00.00;0.31;607,83;0,76;27;
2021;1;24;08.00.00;0.36;602,44;0,75;26,76;
2021;1;24;09.00.00;0.4;601,1;0,75;26,58;
2021;1;24;10.00.00;0.61;600,01;0,75;26,44;
2021;1;24;11.00.00;0.75;600,78;0,75;26,4;
2021;1;24;12.00.00;0.76;599,56;0,74;26,55;
2021;1;24;13.00.00;0.78;599,82;0,74;26,69;
2021;1;24;14.00.00;0.83;600,19;0,74;26,79;
2021;1;24;15.00.00;0.9;576,51;0,73;26,8;
2021;1;24;16.00.00;1.0;606,81;0,76;26,77;
2021;1;24;17.00.00;1.04;616,82;0,76;26,74;
2021;1;24;18.00.00;0.95;637,68;0,76;26,74;
2021;1;24;19.00.00;0.7;605,29;0,76;26,74;
2021;1;24;20.00.00;0.59;596,55;0,75;26,76;
2021;1;24;21.00.00;0.44;599,02;0,75;26,79;
2021;1;24;22.00.00;0.3;609,28;0,76;26,8;
2021;1;24;23.00.00;0.21;607,05;0,76;26,98;
2021;1;25;00.00.00;0.19;599,58;0,75;27,17;
2021;1;25;01.00.00;0.17;600,57;0,75;27,44;
